Name	C_inv	C_maint	C_op
BIOMASS_TO_METHANOL	0.000011	0.000002	0.000000
DAM_STORAGE	0.000000	0.000000	0.000000
PHS	0.000000	0.000000	0.000000
BATT_LI	0.000029	0.000000	0.000000
BEV_BATT	0.000000	0.000000	0.000000
PHEV_BATT	0.000000	0.000000	0.000000
TS_DEC_DIRECT_ELEC	0.000045	0.000004	0.000000
TS_DEC_HP_ELEC	185.713697	17.062873	0.000000
TS_DEC_THHP_GAS	0.000027	0.000002	0.000000
TS_DEC_COGEN_GAS	0.000022	0.000002	0.000000
TS_DEC_COGEN_OIL	0.000022	0.000002	0.000000
TS_DEC_ADVCOGEN_GAS	0.000022	0.000002	0.000000
TS_DEC_ADVCOGEN_H2	0.000022	0.000002	0.000000
TS_DEC_BOILER_GAS	0.000022	0.000002	0.000000
TS_DEC_BOILER_WOOD	0.000022	0.000002	0.000000
TS_COAL_STOVE	0.000235	0.000022	0.000000
TS_DEC_BOILER_OIL	0.000022	0.000002	0.000000
TS_DHN_DAILY	0.000025	0.000000	0.000000
TS_DHN_SEASONAL	158.138982	0.000000	0.000000
TS_HIGH_TEMP	0.000025	0.000003	0.000000
GAS_STORAGE	2.103078	0.000000	0.000000
H2_STORAGE	0.000202	0.000155	0.000000
DIESEL_STORAGE	0.000000	0.000000	0.000000
GASOLINE_STORAGE	0.000000	0.000000	0.000000
LFO_STORAGE	0.000000	0.000000	0.000000
AMMONIA_STORAGE	0.000000	0.000000	0.000000
METHANOL_STORAGE	0.000000	0.000000	0.000000
CO2_STORAGE	0.000331	0.000037	0.000000
PT_STORAGE	0.000299	0.000035	0.000000
ST_STORAGE	0.000274	0.000038	0.000000
TS_COLD	8.967953	1.128648	0.000000
CAES	0.000000	0.000000	0.000000
EFFICIENCY	0.000000	0.000000	0.000000
H2_INFRASTRUCTURE	0.000008	0.000000	0.000000
CHARGING_STATION	0.000000	0.000000	0.000000
DHN	383.717698	0.000000	0.000000
GRID	7724.032272	0.000000	0.000000
HVAC_LINE	0.000000	0.000000	0.000000
PT_COLLECTOR	0.000034	0.000006	0.000000
ST_COLLECTOR	0.000055	0.000008	0.000000
H2_ELECTROLYSIS	0.000006	0.000002	0.000000
SMR	0.000006	0.000007	0.000000
H2_BIOMASS	0.000005	0.000004	0.000000
GASIFICATION_SNG	0.000006	0.000005	0.000000
SYN_METHANATION	0.000002	0.000006	0.000000
BIOMETHANATION	150.478275	23.160799	0.000000
BIO_HYDROLYSIS	0.000022	0.000014	0.000000
PYROLYSIS_TO_LFO	0.000007	0.000004	0.000000
PYROLYSIS_TO_FUELS	0.000007	0.000002	0.000000
ATM_CCS	0.000006	0.000002	0.000000
INDUSTRY_CCS	0.000006	0.000002	0.000000
AMMONIA_TO_H2	0.000004	0.000004	0.000000
ELECTRICITY	0.000000	0.000000	0.000022
GASOLINE	0.000000	0.000000	133.194212
DIESEL	0.000000	0.000000	1018.971279
BIOETHANOL	0.000000	0.000000	0.000631
BIODIESEL	0.000000	0.000000	2365.499999
LFO	0.000000	0.000000	1716.286237
GAS	0.000000	0.000000	330.200000
IMPORTED_GAS	0.000000	0.000000	0.000000
WOOD	0.000000	0.000000	116.604000
WET_BIOMASS	0.000000	0.000000	19.734000
IMPORTED_COAL	0.000000	0.000000	0.000000
LOCAL_COAL	0.000000	0.000000	0.000008
URANIUM	0.000000	0.000000	0.000000
WASTE	0.000000	0.000000	27.523020
H2	0.000000	0.000000	0.000000
H2_RE	0.000000	0.000000	0.000000
AMMONIA	0.000000	0.000000	0.000010
METHANOL	0.000000	0.000000	0.000009
AMMONIA_RE	0.000000	0.000000	0.000000
METHANOL_RE	0.000000	0.000000	0.000000
ELEC_EXPORT	0.000000	0.000000	0.000000
H2_EXPORT	0.000000	0.000000	0.000000
GAS_RE_EXPORT	0.000000	0.000000	0.000000
AMMONIA_EXPORT	0.000000	0.000000	0.000000
METHANOL_EXPORT	0.000000	0.000000	0.000000
CO2_EMISSIONS	0.000000	0.000000	0.000000
RES_WIND	0.000000	0.000000	0.000000
RES_SOLAR	0.000000	0.000000	0.000000
RES_HYDRO	0.000000	0.000000	0.000000
RES_GEO	0.000000	0.000000	0.000000
CO2_ATM	0.000000	0.000000	0.000000
CO2_INDUSTRY	0.000000	0.000000	0.000000
CO2_CAPTURED	0.000000	0.000000	0.000000
PT_HEAT	0.000000	0.000000	0.000000
ST_HEAT	0.000000	0.000000	0.000000
